t (s),V (mV)
378.161,9.0494
379.162,9.0795
380.161,9.1011
381.162,9.0186
382.161,9.038
383.162,8.9705
384.161,8.9635
385.162,8.9328
386.161,8.9534
387.162,9.0066
388.161,9.0312
389.162,9.0805
390.161,9.1841
391.162,9.2754
392.161,9.223
393.162,9.2103
394.161,9.1802
395.162,9.1465
396.162,9.2301
397.161,9.2102
398.162,9.2251
399.161,9.16
400.162,9.1294
401.161,8.9605
402.162,8.9122
403.161,8.9283
404.162,8.8835
405.161,8.835
406.162,8.8904
407.161,8.8686
408.162,8.9033
409.161,8.8585
410.162,8.8421
411.163,8.815
412.161,8.879
413.162,8.9051
414.161,8.8748
415.162,8.9018
416.161,8.8958
417.162,8.9215
418.161,8.9871
419.162,8.9972
420.161,9.0016
421.162,9.0119
422.162,8.9988
423.161,9.0716
424.162,9.2097
425.161,9.1902
426.162,9.2037
427.161,9.1904
428.162,9.1035
429.161,9.0328
430.162,8.9573
431.161,8.8595
432.162,8.9106
433.161,8.869
434.162,8.8346
435.161,8.8641
436.162,8.8113
437.161,8.9095
438.162,8.9545
439.161,8.8991
440.162,8.8714
441.161,8.8441
442.162,8.8602
443.161,8.7908
444.162,8.776
445.161,8.8904
446.162,8.8657
447.161,8.794
448.162,8.8037
449.161,8.7268
450.162,8.6412
451.161,8.6455
452.162,8.6412
453.161,8.6744
454.162,8.6885
455.161,8.6125
456.162,8.6312
457.161,8.6579
458.162,8.643
459.161,8.4424
460.162,8.4314
461.161,8.3573
462.162,8.4887
463.161,8.3931
464.162,8.3867
465.162,8.2928
466.161,8.2974
467.162,8.3809
468.161,8.4037
469.162,8.4368
470.161,8.3498
471.162,8.3218
472.161,8.4105
473.162,8.3697
474.161,8.3073
475.162,8.3444
476.161,8.3879
477.162,8.3527
478.161,8.3379
479.162,8.2748
480.161,8.3625
481.162,8.4205
482.161,8.4416
483.162,8.4119
484.161,8.4317
485.161,8.413
486.162,8.4758
487.161,8.4987
488.162,8.506
489.161,8.5618
490.162,8.4832
491.161,8.5291
492.162,8.5053
493.161,8.4713
494.162,8.4105
495.161,8.3473
496.162,8.4191
497.161,8.426
498.162,8.4427
499.161,8.4655
500.162,8.3957
501.161,8.4294
502.161,8.4663
503.162,8.4649
504.161,8.5741
505.162,8.5848
506.161,8.5817
507.162,8.6824
508.161,8.5647
509.162,8.4941
510.161,8.4593
511.162,8.4005
512.161,8.3711
513.162,8.372
514.161,8.3626
515.162,8.4006
516.161,8.3679
517.162,8.3388
518.161,8.459
519.161,8.3658
520.162,8.3247
521.161,8.4021
522.162,8.4081
523.161,8.3356
524.162,8.3887
525.161,8.4327
526.162,8.432
527.161,8.4334
528.162,8.4296
529.161,8.4574
530.162,8.4348
531.161,8.4257
532.162,8.3804
533.161,8.4048
534.162,8.3364
535.161,8.2456
536.162,8.2924
537.161,8.4494
538.162,8.4806
539.162,8.3327
540.162,8.2298
541.161,8.1889
542.162,8.1863
543.161,8.2515
544.162,8.3061
545.161,8.3559
546.162,8.3138
547.161,8.2635
548.162,8.1071
549.161,8.0746
550.162,7.9981
551.161,8.0879
552.162,8.2436
553.161,8.2864
554.162,8.3252
555.161,8.2492
556.162,8.1935
557.161,8.1854
558.162,8.2223
559.161,8.2082
560.162,8.2484
561.161,8.2425
562.162,8.3046
563.161,8.3188
564.162,8.3013
565.161,8.378
566.162,8.2982
567.161,8.2194
568.162,8.2218
569.161,8.2147
570.162,8.2054
571.161,8.1563
572.162,8.1188
573.161,8.0915
574.162,8.0238
575.161,8.0517
576.162,8.1434
577.161,8.0574
578.162,7.9748
579.161,7.9567
580.161,8.1134
581.161,8.1062
582.162,8.045
583.161,8.056
584.162,8.0094
585.161,8.0388
586.162,8.0962
587.161,8.1086
588.162,8.0811
589.161,8.1005
590.161,8.0741
591.162,8.1248
592.161,8.1596
593.162,8.1601
594.161,8.2119
595.162,8.1586
596.161,8.1314
597.162,8.0952
598.161,8.1912
599.162,8.2882
600.161,8.1245
601.162,8.1086
602.161,8.0462
603.162,8.024
604.161,7.941
605.162,7.9017
606.161,7.9159
607.162,7.9234
608.161,7.8665
609.162,7.9035
610.161,7.9286
611.162,7.9948
612.161,7.9649
613.162,7.9528
614.161,7.9959
615.161,7.9942
616.162,7.9279
617.161,7.9598
618.162,8.013
619.161,8.0169
620.162,8.0121
621.161,7.9657
622.161,7.9532
623.162,7.9652
624.161,7.9883
625.161,7.9935
626.161,7.9955
627.162,8.0593
628.161,8.079
629.162,8.056
630.161,8.012
631.162,7.9619
632.161,7.9515
633.162,7.8579
634.161,7.8836
635.162,7.9372
636.161,7.9353
637.162,7.9425
638.161,7.8657
639.161,7.9059
640.162,7.9516
641.161,7.9216
642.162,7.8712
643.161,7.923
644.162,7.9028
645.161,7.8531
646.162,7.8366
647.161,7.819
648.162,7.7771
649.161,7.8325
650.162,7.7994
651.161,7.9496
652.162,8.0426
653.161,7.9554
654.161,7.8911
655.162,7.8867
656.161,7.8903
657.162,7.8539
658.161,7.827
659.162,7.8326
660.161,7.9194
661.162,7.9105
662.161,7.8368
663.162,7.9099
664.161,7.9661
665.162,7.8662
666.161,7.7913
667.162,7.7443
668.161,7.8147
669.162,7.7925
670.161,7.7068
671.162,7.6903
672.161,7.689
673.162,7.7392
674.161,7.7348
675.162,7.6862
676.161,7.6603
677.162,7.6029
678.161,7.6041
679.161,7.6251
680.162,7.6267
681.161,7.616
682.161,7.651
683.161,7.5927
684.162,7.5127
685.161,7.5046
686.162,7.564
687.161,7.6896
688.162,7.7584
689.161,7.6848
690.162,7.6673
691.162,7.6999
692.161,7.734
693.161,7.7526
694.161,7.6775
695.162,7.6021
696.161,7.6488
697.162,7.6106
698.161,7.5618
699.161,7.5617
700.162,7.555
701.161,7.603
702.161,7.5611
703.162,7.5616
704.161,7.494
705.162,7.5248
706.161,7.5296
707.162,7.5359
708.161,7.5468
709.161,7.5742
710.162,7.6077
711.161,7.5853
712.161,7.5382
713.162,7.5148
714.161,7.5828
715.162,7.6714
716.161,7.6845
717.162,7.6023
718.161,7.5687
719.162,7.5959
720.161,7.5857
721.162,7.6089
722.161,7.6764
723.161,7.7196
724.161,7.7176
725.161,7.5533
726.162,7.5234
727.161,7.5106
728.161,7.5071
729.161,7.496
730.162,7.4639
731.161,7.4516
732.162,7.4761
733.161,7.5142
734.161,7.5704
735.162,7.6065
736.161,7.6868
737.162,7.7129
738.161,7.6388
739.161,7.5454
740.162,7.6196
741.161,7.6327
742.161,7.6685
743.161,7.6315
744.161,7.633
745.162,7.6767
746.161,7.7266
747.161,7.6321
748.162,7.5992
749.161,7.5983
750.161,7.6172
751.161,7.6396
752.162,7.6539
753.161,7.6594
754.162,7.6294
755.161,7.5644
756.162,7.4774
757.161,7.4086
758.161,7.424
759.162,7.4829
760.161,7.4916
761.162,7.4773
762.161,7.3707
763.161,7.2558
764.162,7.2293
765.161,7.1964
766.161,7.2328
767.161,7.4027
768.161,7.485
769.161,7.4032
770.162,7.3857
771.161,7.2932
772.161,7.1911
773.161,7.2538
774.162,7.3335
775.161,7.3212
776.162,7.2878
777.161,7.2926
778.161,7.352
779.162,7.3455
780.161,7.3442
781.162,7.3156
782.161,7.3337
783.162,7.3113
784.161,7.3909
785.162,7.4301
786.161,7.3464
787.162,7.4646
788.161,7.4203
789.162,7.3742
790.161,7.367
791.162,7.4243
792.161,7.4673
793.162,7.4153
794.161,7.4437
795.162,7.4069
796.161,7.3774
797.161,7.3832
798.161,7.3529
799.161,7.4155
800.161,7.4494
801.161,7.4168
802.161,7.3502
803.161,7.4334
804.161,7.406
805.162,7.455
806.161,7.3389
807.162,7.3166
808.161,7.3857
809.161,7.3484
810.161,7.3057
811.162,7.3057
812.161,7.3539
813.161,7.4874
814.162,7.5207
815.161,7.4891
816.161,7.4321
817.162,7.4258
818.161,7.4455
819.161,7.42
820.161,7.3657
821.161,7.3636
822.162,7.4055
823.161,7.4746
824.162,7.371
825.161,7.3302
826.161,7.4
827.161,7.368
828.161,7.2629
829.162,7.2367
830.162,7.3278
831.161,7.2733
832.162,7.3458
833.161,7.2145
834.161,7.1298
835.162,7.0968
836.161,7.1387
837.161,7.1815
838.163,7.191
839.162,7.1002
840.161,7.1085
841.162,7.0925
842.161,7.0438
843.162,7.0818
844.161,7.108
845.162,7.1214
846.161,7.0395
847.162,6.9916
848.161,7.0338
849.162,7.0145
850.161,6.9942
851.162,6.9564
852.161,6.849
853.162,6.8398
854.161,6.8768
855.162,6.9432
856.161,6.984
857.162,7.0324
858.161,7.0912
859.162,7.0219
860.161,6.9753
861.162,6.9604
862.161,6.9192
863.162,7.0334
864.161,7.0206
865.162,7.0515
866.162,6.9608
867.161,6.9723
868.162,7.0282
869.161,7.0282
870.162,6.8368
871.161,6.9745
872.161,7.0008
873.162,7.129
874.161,7.0284
875.161,6.9189
876.162,6.9915
877.161,7.061
878.161,7.0562
879.162,6.944
880.161,6.7576
881.161,6.7205
882.162,6.7392
883.161,6.6926
884.162,6.6114
885.161,6.6578
886.162,6.5511
887.161,6.6098
888.161,6.5859
889.161,6.5645
890.161,6.6187
891.162,6.7507
892.161,6.8267
893.161,6.8862
894.161,6.9156
895.162,6.8851
896.161,6.8098
897.162,6.8571
898.161,6.8653
899.162,6.8359
900.161,6.8772
901.161,7.05
902.162,7.1871
903.161,7.2289
904.161,7.1721
905.162,7.1158
906.161,7.2
907.161,7.292
908.161,7.0842
909.161,7.134
910.161,7.0949
911.161,7.1392
912.161,7.2226
913.162,7.288
914.161,7.2822
915.161,7.3487
916.161,7.2315
917.162,7.2287
918.161,7.2008
919.161,7.1293
920.162,7.0939
921.161,7.1371
922.161,7.0485
923.161,6.9474
924.162,6.9463
925.161,6.9639
926.162,6.9128
927.161,6.9231
928.162,7.093
929.161,7.0813
930.161,7.0058
931.162,6.8581
932.161,6.8981
933.161,6.9045
934.161,6.9307
935.161,6.9742
936.161,6.9201
937.161,6.7788
938.162,6.7406
939.161,6.5999
940.161,6.6268
941.161,6.6728
942.161,6.6453
943.161,6.679
944.162,6.6853
945.161,6.6339
946.161,6.5702
947.161,6.4709
948.162,6.4874
949.161,6.4565
950.161,6.4191
951.162,6.4858
952.161,6.5836
953.161,6.5603
954.161,6.4379
955.161,6.4426
956.162,6.4351
957.161,6.4856
958.161,6.457
959.162,6.4973
960.161,6.541
961.162,6.6916
962.161,6.7759
963.161,6.8101
964.161,6.7852
965.161,6.7668
966.161,6.7421
967.161,6.7348
968.161,6.8267
969.161,6.8663
970.161,6.9129
971.161,6.8636
972.161,6.9016
973.161,6.9436
974.162,6.9217
975.161,6.848
976.161,6.7293
977.161,6.716
978.161,6.6577
979.161,6.6604
980.161,6.6092
981.161,6.6065
982.161,6.6721
983.161,6.5694
984.161,6.4964
985.161,6.5539
986.161,6.6033
987.161,6.6766
988.161,6.6594
989.161,6.5851
990.161,6.5613
991.161,6.6177
992.161,6.6663
993.162,6.6353
994.161,6.7172
995.161,6.7066
996.162,6.621
997.161,6.5589
998.161,6.5687
999.161,6.6554
1000.16,6.6893
1001.16,6.677
1002.16,6.7003
1003.16,6.6723
1004.16,6.7797
1005.16,6.7415
1006.16,6.7899
1007.16,6.8901
1008.16,6.8727
1009.16,6.7779
1010.16,6.7575
1011.16,6.7509
1012.16,6.7608
1013.16,6.6814
1014.16,6.4995
1015.16,6.3675
1016.16,6.4156
1017.16,6.488
1018.16,6.5096
1019.16,6.639
1020.16,6.6987
1021.16,6.7301
1022.16,6.7624
1023.16,6.7208
1024.16,6.6967
1025.16,6.6403
1026.16,6.6054
1027.16,6.5523
1028.16,6.5224
1029.16,6.4917
1030.16,6.4873
1031.16,6.5561
1032.16,6.5259
1033.16,6.4983
1034.16,6.469
1035.16,6.5543
1036.16,6.6221
1037.16,6.6661
1038.16,6.6597
1039.16,6.6168
1040.16,6.5839
1041.16,6.6297
1042.16,6.556
1043.16,6.4848
1044.16,6.4658
1045.16,6.6046
1046.16,6.6692
1047.16,6.6884
1048.16,6.6698
1049.16,6.6863
1050.16,6.6692
1051.16,6.5849
1052.16,6.5189
1053.16,6.4768
1054.16,6.4768
1055.16,6.4344
1056.16,6.3097
1057.16,6.2654
1058.16,6.256
1059.16,6.2244
1060.16,6.2615
1061.16,6.2597
1062.16,6.3112
1063.16,6.3261
1064.16,6.3372
1065.16,6.2887
1066.16,6.3378
1067.16,6.3328
1068.16,6.3248
1069.16,6.3621
1070.16,6.3346
1071.16,6.4954
1072.16,6.3935
1073.16,6.421
1074.16,6.3814
1075.16,6.4593
1076.16,6.4296
1077.16,6.4631
1078.16,6.4362
1079.16,6.4366
1080.16,6.4661
1081.16,6.5046
1082.16,6.5756
1083.16,6.6184
1084.16,6.5933
1085.16,6.581
1086.16,6.5382
1087.16,6.4701
1088.16,6.4105
1089.16,6.3794
1090.16,6.4303
1091.16,6.3286
1092.16,6.3088
1093.16,6.3061
1094.16,6.3372
1095.16,6.3141
1096.16,6.3899
1097.16,6.3613
1098.16,6.3551
1099.16,6.34
1100.16,6.2418
1101.16,6.296
1102.16,6.4009
1103.16,6.5438
1104.16,6.5355
1105.16,6.5163
1106.16,6.5176
1107.16,6.4947
1108.16,6.4407
1109.16,6.4555
1110.16,6.4926
1111.16,6.5264
1112.16,6.5032
1113.16,6.4181
1114.16,6.351
1115.16,6.3282
1116.16,6.3089
1117.16,6.3543
1118.16,6.4317
1119.16,6.4106
1120.16,6.4859
1121.16,6.5479
1122.16,6.551
1123.16,6.511
1124.16,6.4804
1125.16,6.4882
1126.16,6.603
1127.16,6.5688
1128.16,6.5029
1129.16,6.4713
1130.16,6.5861
1131.16,6.5736
1132.16,6.5465
1133.16,6.4876
1134.16,6.4126
1135.16,6.3922
1136.16,6.556
1137.16,6.4939
1138.16,6.449
1139.16,6.465
1140.16,6.4585
1141.16,6.4223
1142.16,6.3278
1143.16,6.3201
1144.16,6.447
1145.16,6.5171
1146.16,6.3612
1147.16,6.2578
1148.16,6.3637
1149.16,6.4507
1150.16,6.2117
1151.16,6.1161
1152.16,6.0097
1153.16,6.02
1154.16,6.0878
1155.16,6.1486
1156.16,6.2881
1157.16,6.355
1158.16,6.4811
1159.16,6.4277
1160.16,6.4384
1161.16,6.4341
1162.16,6.4368
1163.16,6.4708
1164.16,6.445
1165.16,6.4231
1166.16,6.2061
1167.16,6.0393
1168.16,6.2571
1169.16,6.3477
1170.16,6.4029
1171.16,6.3277
1172.16,6.233
1173.16,6.1181
1174.16,6.1365
1175.16,6.1473
1176.16,6.1417
1177.16,6.194
1178.16,6.327
1179.16,6.3857
1180.16,6.2698
1181.16,6.291
1182.16,6.3716
1183.16,6.4016
1184.16,6.383
1185.16,6.2671
1186.16,6.122
1187.16,6.0771
1188.16,6.1161
1189.16,6.1368
1190.16,6.1546
1191.16,6.1751
1192.16,6.2138
1193.16,6.1797
1194.16,6.2384
1195.16,6.2578
1196.16,6.234
1197.16,6.1851
1198.16,6.1411
1199.16,6.1276
1226.06,6.3546
1227.11,6.0773
1228.16,6.0285
1229.16,5.9696
1230.16,5.9997
1231.16,5.9624
1232.16,5.9651
1233.16,5.9382
1234.16,5.9651
1235.16,6.0157
1236.16,6.066
1237.16,6.021
1238.16,6.1179
1239.16,6.1937
1240.16,6.1767
1241.16,6.161
1242.16,6.15
1243.16,6.1563
1244.16,6.1829
1245.16,6.1898
1246.16,6.1057
1247.16,6.0719
1248.16,6.0658
1249.16,6.0355
1250.16,5.8612
1251.16,5.846
1252.16,6.0019
1253.16,6.081
1254.16,6.2202
1255.16,6.2453
1256.16,6.1577
1257.16,6.1788
1258.16,6.1045
1259.16,6.0249
1260.16,6.0368
1261.16,6.039
1262.16,6.136
1263.16,6.0884
1264.16,6.1025
1265.16,6.1448
1266.16,6.1875
1267.16,6.1225
1268.16,6.0598
1269.16,6.1001
1270.16,6.1455
1271.16,6.1735
1272.16,6.1762
1273.16,6.1877
1274.16,6.085
1275.16,5.9513
1276.16,5.9218
1277.16,5.8329
1278.16,5.8008
1279.16,5.8111
1280.16,5.7617
1281.16,5.7831
1282.16,5.8681
1283.16,5.8388
1284.16,5.8634
1285.16,5.8332
1286.16,5.724
1287.16,5.8149
1288.16,5.8826
1289.16,5.884
1290.16,5.8767
1291.16,5.9039
1292.16,5.9221
1293.16,5.9492
1294.16,5.876
1295.16,5.9105
1296.16,5.9665
1297.16,5.936
1298.16,5.8322
1299.16,5.8941
1300.16,5.9491
1301.16,5.9224
1302.16,5.9666
1303.16,6.013
1304.16,6.0668
1305.16,6.0432
1306.16,6.0437
1307.16,6.0577
1308.16,5.9927
1309.16,5.9151
1310.16,5.9079
1311.16,5.9876
1312.16,5.9388
1313.16,5.7868
1314.16,5.8453
1315.16,5.8728
1316.16,5.8719
1317.16,5.8205
1318.16,5.7549
1319.16,5.7084
1320.16,5.6008
1321.16,5.6341
1322.16,5.6606
1323.16,5.8047
1324.16,5.7749
1325.16,5.7863
1326.16,5.801
1327.16,5.7906
1328.16,5.7592
1329.16,5.7362
1330.16,5.7067
1331.16,5.6801
1332.16,5.6525
1333.16,5.5922
1334.16,5.6063
1335.16,5.6506
1336.16,5.6794
1337.16,5.6467
1338.16,5.6037
1339.16,5.5956
1340.16,5.6931
1341.16,5.7835
1342.16,5.7266
1343.16,5.7112
1344.16,5.8028
1345.16,5.8215
1346.16,5.8131
1347.16,5.856
1348.16,5.8363
1349.16,5.7644
1350.16,5.7706
1351.16,5.7478
1352.16,5.6677
1353.16,5.6888
1354.16,5.7141
1355.16,5.7725
1356.16,5.8342
1357.16,5.9185
1358.16,5.938
1359.16,5.8832
1360.16,5.8521
1361.16,5.9219
1362.16,5.7921
1363.16,5.7374
1364.16,5.6451
1365.16,5.5557
1366.16,5.5618
1367.16,5.5154
1368.16,5.4883
1369.16,5.4133
1370.16,5.4872
1371.16,5.4933
1372.16,5.5268
1373.16,5.5684
1374.16,5.5773
1375.16,5.5747
1376.16,5.5814
1377.16,5.6146
1378.16,5.5472
1379.16,5.5006
1380.16,5.4202
1381.16,5.3556
1382.16,5.4385
1383.16,5.49
1384.16,5.6135
1385.16,5.6774
1386.16,5.6868
1387.16,5.7118
1388.16,5.7674
1389.16,5.7416
1390.16,5.7194
1391.16,5.704
1392.16,5.6979
1393.16,5.6454
1394.16,5.5611
1395.16,5.5871
1396.16,5.6316
1397.16,5.6993
1398.16,5.6865
1399.16,5.6633
1400.16,5.7072
1401.16,5.6572
1402.16,5.6248
1403.16,5.6696
1404.16,5.7941
1405.16,5.8499
1406.16,5.7712
1407.16,5.7573
1408.16,5.6338
1409.16,5.494
1410.16,5.4263
1411.16,5.4086
1412.16,5.4134
1413.16,5.341
1414.16,5.3746
1415.16,5.3494
1416.16,5.2057
1417.16,5.1617
1418.16,5.1144
1419.16,5.1573
1420.16,5.2293
1421.16,5.2818
1422.16,5.2269
1423.16,5.2952
1424.16,5.4439
1425.16,5.4729
1426.16,5.5294
1427.16,5.5556
1428.16,5.5239
1429.16,5.4326
1430.16,5.4278
1431.16,5.3394
1432.16,5.3255
1433.16,5.3967
1434.16,5.4136
1435.16,5.3457
1436.16,5.3248
1437.16,5.3592
1438.16,5.4925
1439.16,5.4953
1440.16,5.4869
1441.16,5.4884
1442.16,5.5616
1443.16,5.4781
1444.16,5.438
1445.16,5.3709
1446.16,5.2649
1447.16,5.1906
1448.16,5.241
1449.16,5.2997
1450.16,5.2675
1451.16,5.2411
1452.16,5.2234
1453.16,5.1575
1454.16,5.2403
1455.16,5.243
1456.16,5.2175
1457.16,5.1977
1458.16,5.2206
1459.16,5.2238
1460.16,5.2428
1461.16,5.3199
1462.16,5.4692
1463.16,5.586
1464.16,5.5233
1465.16,5.4051
1466.16,5.3101
1467.16,5.2462
1468.16,5.2416
1469.16,5.2914
1470.16,5.2967
1471.16,5.2645
1472.16,5.2713
1473.16,5.2753
1474.16,5.2403
1475.16,5.2128
1476.16,5.2234
1477.16,5.2696
1478.16,5.3202
1479.16,5.2796
1480.16,5.3798
1481.16,5.4255
1482.16,5.4702
1483.16,5.5064
1484.16,5.4721
1485.16,5.4621
1486.16,5.4941
1487.16,5.5033
1488.16,5.4812
1489.16,5.4673
1490.16,5.4819
1491.16,5.4891
1492.16,5.5502
1493.16,5.5281
1494.16,5.5153
1495.16,5.5052
1496.16,5.4336
1497.16,5.2907
1498.16,5.2417
1499.16,5.2907
1500.16,5.2115
1501.16,5.2076
1502.16,5.2457
1503.16,5.2186
1504.16,5.0998
1505.16,5.141
1506.16,5.1349
1507.16,5.2133
1508.16,5.2479
1509.16,5.2128
1510.16,5.1932
1511.16,5.1611
1512.16,5.0889
1513.16,5.2374
1514.16,5.2474
1515.16,5.2352
1516.16,5.231
1517.16,5.2839
1518.16,5.3416
1519.16,5.3836
1520.16,5.4065
1521.16,5.3928
1522.16,5.3848
1523.16,5.3026
1524.16,5.4295
1525.16,5.513
1526.16,5.533
1527.16,5.5061
1528.16,5.4691
1529.16,5.4486
1530.16,5.3324
1531.16,5.3062
1532.16,5.2231
1533.16,5.2434
1534.16,5.2359
1535.16,5.2597
1536.16,5.1692
1537.16,5.24
1538.16,5.3514
