t (s),V (mV)
179.864,9.7199
180.863,9.6407
181.863,9.4728
182.864,9.4208
183.864,9.4347
184.864,9.4141
185.864,9.3385
186.864,9.2102
187.864,9.1559
188.864,9.0389
189.864,9.0051
190.864,9.0929
191.864,9.0832
192.864,9.1905
193.864,9.197
194.864,9.1512
195.864,9.0997
196.864,9.0073
197.864,8.9906
198.864,8.9784
199.864,8.9356
200.864,8.9619
201.864,8.9291
202.864,8.9112
203.864,8.9402
204.864,8.9638
205.864,9.0099
206.864,8.9598
207.864,8.9612
208.864,8.9384
209.864,8.9523
210.864,8.8518
211.864,8.8102
212.863,8.7583
213.863,8.7534
214.863,8.587
215.863,8.535
216.864,8.6233
217.864,8.7147
218.864,8.7573
219.864,8.7688
220.864,8.6694
221.864,8.5894
222.863,8.6716
223.863,8.6655
224.863,8.6641
225.864,8.7516
226.864,8.7442
227.864,8.752
228.864,8.6847
229.864,8.7207
230.864,8.7365
231.864,8.6935
232.863,8.6526
233.864,8.6771
234.864,8.7655
235.863,8.7284
236.864,8.7422
237.864,8.7021
238.864,8.4462
239.864,8.396
240.864,8.3791
241.864,8.3615
242.864,8.392
243.864,8.3254
244.864,8.2649
245.864,8.2067
246.863,8.2311
247.863,8.3276
248.864,8.3892
249.864,8.4264
250.864,8.4059
251.864,8.419
252.864,8.403
253.863,8.4539
254.863,8.4906
255.863,8.4244
256.864,8.4296
257.864,8.4967
258.864,8.5214
259.864,8.4441
260.863,8.3867
261.863,8.4168
262.864,8.4285
263.864,8.4468
264.864,8.4082
265.864,8.4523
266.864,8.3067
267.863,8.1289
268.863,8.0051
269.864,7.9803
270.864,8.0075
271.864,8.0317
272.864,8.0959
273.864,8.1732
274.863,8.1641
275.864,8.1522
276.864,8.1689
277.864,8.2086
278.864,8.2468
279.863,8.2718
280.863,8.2049
281.863,8.1413
282.864,8.0261
283.864,7.8989
284.864,7.8237
285.864,7.8544
286.864,7.8153
287.864,7.9411
288.864,7.7924
289.864,7.7944
290.864,7.7835
291.864,7.7253
292.863,7.8353
293.863,7.9123
294.864,7.9003
295.864,7.8904
296.864,7.916
297.864,7.9137
298.864,7.8225
299.863,7.9733
300.864,7.958
301.864,7.8976
302.864,7.8543
303.864,7.7376
304.864,7.694
305.864,7.6477
306.864,7.6178
307.863,7.6076
308.864,7.5801
309.864,7.6386
310.864,7.6205
311.864,7.6297
312.863,7.6618
313.864,7.7563
314.864,7.8026
315.864,7.7215
316.864,7.565
317.864,7.5622
318.863,7.5089
319.863,7.4039
320.863,7.4858
321.864,7.5421
322.864,7.6505
323.864,7.6586
324.864,7.5426
325.864,7.5339
326.864,7.5335
327.864,7.5333
328.863,7.5549
329.864,7.4963
330.864,7.5177
331.864,7.6054
332.864,7.7336
333.863,7.7139
334.863,7.5934
335.864,7.577
336.864,7.5915
337.864,7.533
338.863,7.5526
339.864,7.6706
340.864,7.8708
341.864,7.955
342.863,7.8028
343.864,7.6526
344.864,7.6535
345.864,7.6259
346.863,7.5692
347.863,7.5509
348.863,7.6743
349.864,7.7181
350.864,7.7085
351.864,7.7064
352.863,7.5627
353.863,7.4846
354.863,7.5226
355.864,7.6207
356.864,7.5681
357.864,7.5988
358.863,7.5769
359.864,7.4885
360.864,7.3892
361.864,7.32
362.864,7.3338
363.863,7.3488
364.864,7.3312
365.864,7.2536
366.863,7.33
367.864,7.2878
368.864,7.2797
369.864,7.1939
370.864,7.1523
371.863,7.1737
372.864,7.218
373.864,7.2062
374.864,7.2195
375.864,7.2129
376.864,7.2142
377.863,7.1808
378.863,7.0937
379.864,7.0377
380.863,6.9828
381.864,6.926
382.864,6.8726
383.864,6.7613
384.864,6.8026
385.864,6.8039
386.864,6.7908
387.864,6.7573
388.863,6.8077
389.863,6.8094
390.864,6.7808
391.864,6.8016
392.864,6.7547
393.863,6.6929
394.864,6.6348
395.864,6.6326
396.864,6.6137
397.864,6.5932
398.863,6.7197
399.864,6.7643
400.863,6.9115
401.864,6.9054
402.864,6.8522
403.864,6.7961
404.864,6.8148
405.864,6.9026
406.864,6.8216
407.863,6.7634
408.864,6.779
409.864,6.6696
410.863,6.7168
411.864,6.7978
412.864,6.7681
413.863,6.752
414.864,6.7849
415.864,6.7717
416.863,6.6519
417.864,6.5809
418.864,6.6319
419.864,6.5648
420.864,6.696
421.864,6.7611
422.864,6.6538
423.863,6.6589
424.864,6.6482
425.864,6.6683
426.863,6.7241
427.864,6.7105
428.864,6.6609
429.863,6.7087
430.863,6.6615
431.863,6.5673
432.864,6.5316
433.864,6.4961
434.864,6.4304
435.864,6.4546
436.863,6.4925
437.864,6.4883
438.864,6.3317
439.864,6.3352
440.863,6.3488
441.863,6.4212
442.864,6.4294
443.864,6.2931
444.864,6.2197
445.863,6.2829
446.864,6.3226
447.864,6.3585
448.864,6.3832
449.864,6.3455
450.864,6.3452
451.863,6.3233
452.863,6.3302
453.863,6.2992
454.863,6.2593
455.863,6.2758
456.864,6.2291
457.864,6.1893
458.864,6.238
459.863,6.2278
460.863,6.2265
461.863,6.2808
462.863,6.2814
463.863,6.1425
464.863,6.077
465.863,6.0363
466.863,5.9968
467.863,6.0458
468.863,6.1333
469.863,6.0895
470.864,6.1163
471.864,6.1622
472.863,6.3546
473.863,6.3948
474.863,6.3973
475.864,6.3347
476.864,6.2949
477.864,6.2725
478.863,6.2831
479.863,6.23
480.863,6.3136
481.864,6.2438
482.864,6.2853
483.864,6.2597
484.863,6.2514
485.863,6.2983
486.864,6.2494
487.864,6.2515
488.863,6.2703
489.863,6.1373
490.864,6.12
491.864,6.1046
492.863,6.144
493.863,6.1
494.864,6.0636
495.864,6.1239
496.864,6.0504
497.864,5.8866
498.863,5.8711
499.863,5.9634
500.864,6.0455
501.864,6.0856
502.864,6.2143
503.864,6.1738
504.864,6.0673
505.863,6.0573
506.863,6.0857
507.864,6.0794
508.864,6.0933
509.864,6.1164
510.863,6.1052
511.863,6.053
512.864,6.0099
513.864,5.9229
514.864,5.8213
515.864,5.7547
516.864,5.7548
517.863,5.8565
518.863,5.9099
519.863,5.886
520.864,5.9293
521.864,5.8931
522.864,5.9441
523.863,5.8523
524.863,5.7979
525.863,5.8215
526.864,5.6812
527.864,5.7436
528.863,5.8134
529.863,5.8074
530.863,5.7765
531.863,5.7359
532.864,5.6934
533.864,5.7145
534.864,5.7331
535.864,5.6875
536.864,5.7044
537.863,5.8726
538.863,5.8038
539.863,5.673
540.864,5.6446
541.864,5.5381
542.864,5.4361
543.863,5.3947
544.863,5.4487
545.864,5.5142
546.864,5.5042
547.863,5.55
548.863,5.6381
549.863,5.6339
550.864,5.6469
551.864,5.6771
552.863,5.628
553.864,5.6503
554.863,5.7175
555.864,5.7731
556.864,5.8431
557.864,5.8274
558.864,5.5994
559.863,5.516
560.863,5.5602
561.864,5.6298
562.864,5.4728
563.864,5.4246
564.863,5.4026
565.863,5.3785
566.864,5.3555
567.864,5.4316
568.864,5.5626
569.864,5.5471
570.863,5.3941
571.863,5.3124
572.864,5.2683
573.864,5.1891
574.864,5.2809
575.863,5.3644
576.863,5.5075
577.863,5.5217
578.864,5.4981
579.864,5.5417
580.864,5.5089
581.863,5.4616
582.863,5.511
583.864,5.5543
584.863,5.4408
585.863,5.3229
586.864,5.2493
587.864,5.2919
588.864,5.3652
589.863,5.3467
590.863,5.325
591.863,5.3004
592.864,5.3275
593.864,5.2937
594.863,5.2322
595.863,5.3776
596.864,5.3604
597.864,5.3676
598.864,5.3217
599.864,5.2365
600.864,5.1614
601.863,5.1159
602.864,5.291
603.864,5.3721
604.864,5.3059
605.864,5.2169
606.863,5.2098
607.863,5.192
608.863,5.1587
609.864,5.1863
610.864,5.1684
611.864,5.2074
612.864,5.2924
613.863,5.3807
614.864,5.3859
