t (s),V (mV)
381.166,9.2158
382.166,9.0113
383.165,8.8497
384.165,8.8848
385.165,8.8982
386.165,8.9804
387.165,8.9239
388.165,8.946
389.165,8.9032
390.165,8.9053
391.165,8.9547
392.165,8.913
393.165,8.8241
394.165,8.7409
395.165,8.6761
396.165,8.7348
397.165,8.7399
398.165,8.709
399.166,8.5204
400.165,8.543
401.166,8.5434
402.166,8.5453
403.166,8.4134
404.166,8.4265
405.165,8.4557
406.165,8.421
407.166,8.4051
408.165,8.2945
409.166,8.2588
410.165,8.2396
411.166,8.2448
412.165,8.2684
413.166,8.2129
414.166,8.1793
415.166,8.1603
416.166,8.0777
417.166,8.0244
418.166,8.1309
419.166,8.3664
420.165,8.2565
421.166,8.1571
422.166,8.1078
423.166,8.0136
424.166,8.1144
425.165,7.8781
426.166,8.0344
427.165,8.076
428.166,8.0929
429.166,7.9462
430.166,7.7385
431.166,7.6266
432.166,7.4739
433.166,7.4419
434.166,7.3904
435.166,7.3463
436.166,7.5672
437.166,7.5805
438.165,7.5474
439.166,7.6322
440.166,7.6719
441.166,7.5936
442.166,7.8403
443.166,7.8968
444.165,7.9286
445.166,7.7532
446.165,7.5664
447.165,7.433
448.165,7.3998
449.165,7.423
450.165,7.3699
451.166,7.2067
452.165,7.1961
453.166,7.2398
454.165,7.2798
455.166,7.2043
456.165,7.2069
457.166,7.1826
458.165,7.2861
459.166,7.3783
460.166,7.334
461.166,7.19
462.166,7.0567
463.166,7.2828
464.166,7.3632
465.166,7.3781
466.166,7.3694
467.166,7.3859
468.166,7.4026
469.166,7.3479
470.165,7.2919
471.165,7.4256
472.165,7.4341
473.166,7.1558
474.165,7.0312
475.166,7.225
476.166,7.3413
477.166,7.2248
478.166,7.201
479.165,7.1481
480.166,7.2001
481.166,7.1771
482.165,7.1364
483.166,7.112
484.166,7.0078
485.165,6.9094
486.166,6.9461
487.165,6.9103
488.166,6.8005
489.166,6.8316
490.166,6.7808
491.165,6.8949
492.166,6.879
493.166,6.7104
494.166,6.6364
495.165,6.4744
496.165,6.6239
497.165,6.691
498.166,6.5432
499.165,6.4733
500.166,6.5763
501.166,6.7129
502.166,6.7748
503.166,6.658
504.165,6.6476
505.166,6.6638
506.166,6.5895
507.166,6.566
508.165,6.6654
509.166,6.7144
510.165,6.6359
511.166,6.5938
