t (s),V (mV)
223.893,11.2332
224.893,11.1739
225.893,11.1075
226.893,11.1526
227.893,11.1186
228.893,11.0469
229.893,10.9242
230.893,10.9669
231.893,11.0987
232.893,11.1081
233.893,10.9749
234.893,10.9103
235.893,10.9415
236.893,10.9894
237.893,11.0105
238.893,11.013
239.893,10.8723
240.893,10.7721
241.893,10.7925
242.893,10.8599
243.893,10.7988
244.894,10.7043
245.894,10.6805
246.893,10.8621
247.894,10.9911
248.894,11.0696
249.893,11.2105
250.893,11.1751
251.893,11.3145
252.893,11.2326
253.893,11.173
254.893,11.1481
255.893,11.0426
256.893,11.0155
257.893,10.9549
258.893,10.866
259.893,10.8464
260.893,10.8247
261.893,10.7271
262.893,10.7122
263.893,10.7028
264.893,10.6544
265.893,10.6557
266.892,10.5595
267.893,10.4256
268.892,10.3684
269.893,10.4838
270.892,10.5534
271.892,10.4293
272.892,10.4176
273.893,10.4589
274.892,10.4718
275.893,10.373
276.892,10.305
277.893,10.257
278.893,9.91
279.893,9.8697
280.893,9.8351
281.893,9.757
282.893,9.7
283.893,9.6638
284.893,9.6753
285.894,9.6267
286.894,9.6354
287.893,9.6379
288.894,9.6987
289.893,9.5221
290.893,9.5767
291.893,9.5604
292.893,9.4522
293.893,9.3358
294.893,9.1571
295.893,9.1293
296.893,9.0821
297.893,9.2486
298.893,9.3525
299.893,9.3254
300.893,9.3142
301.893,9.2991
302.893,9.2282
303.893,9.2021
304.893,9.1801
305.893,9.1588
306.893,9.1197
307.893,9.0938
308.893,9.0907
309.893,9.1628
310.893,9.1119
311.893,9.0293
312.893,9.0121
313.893,8.9979
314.893,9.0326
315.893,9.0679
316.893,9.0923
317.893,9.1952
318.893,9.1277
319.893,9.1347
320.893,9.2381
321.893,9.2373
322.893,9.0494
323.893,8.9185
324.893,8.9021
325.893,8.9143
326.893,8.947
327.893,8.8258
328.893,8.7689
329.893,8.6965
330.893,8.67
331.893,8.6633
332.893,8.6626
333.893,8.6604
334.893,8.7148
335.893,8.672
336.893,8.5178
337.893,8.4318
338.893,8.1798
339.893,8.0264
340.893,8.0327
341.893,8.0788
342.893,8.1536
343.893,8.1731
344.893,8.2443
345.893,8.2542
346.894,8.1876
